0.490000	1.558454	0.000000	5.096240	0.000000	-0.200521	0.000000
0.500000	1.628689	0.000000	5.323310	0.000000	-0.196933	0.000000
0.510000	1.700949	0.000000	5.555646	0.000000	-0.193511	0.000000
0.520000	1.775239	0.000000	5.793258	0.000000	-0.190262	0.000000
0.530000	1.851558	0.000000	6.036126	0.000000	-0.187192	0.000000
0.540000	1.929901	0.000000	6.284222	0.000000	-0.184289	0.000000
0.550000	2.010262	0.000000	6.537517	0.000000	-0.181542	0.000000
0.560000	2.092638	0.000000	6.795983	0.000000	-0.178944	0.000000
0.570000	2.177023	0.000000	7.059594	0.000000	-0.176479	0.000000
0.580000	2.263418	0.000000	7.328333	0.000000	-0.174133	0.000000
0.590000	2.351823	0.000000	7.602193	0.000000	-0.171901	0.000000
0.600000	2.442239	0.000000	7.881161	0.000000	-0.169777	0.000000
0.610000	2.534666	0.000000	8.165229	0.000000	-0.167755	0.000000
0.620000	2.629105	0.000000	8.454388	0.000000	-0.165826	0.000000
0.630000	2.725562	0.000000	8.748640	0.000000	-0.163981	0.000000
0.640000	2.824042	0.000000	9.047994	0.000000	-0.162216	0.000000
0.650000	2.924552	0.000000	9.352455	0.000000	-0.160528	0.000000
0.660000	3.027096	0.000000	9.662033	0.000000	-0.158914	0.000000
0.670000	3.131680	0.000000	9.976733	0.000000	-0.157371	0.000000
0.680000	3.238308	0.000000	10.296559	0.000000	-0.155900	0.000000
0.690000	3.346986	0.000000	10.621515	0.000000	-0.154496	0.000000
0.700000	3.457715	0.000000	10.951604	0.000000	-0.153157	0.000000
0.710000	3.570501	0.000000	11.286828	0.000000	-0.151881	0.000000
0.720000	3.685346	0.000000	11.627189	0.000000	-0.150668	0.000000
0.730000	3.802252	0.000000	11.972683	0.000000	-0.149518	0.000000
0.740000	3.921218	0.000000	12.323304	0.000000	-0.148428	0.000000
0.750000	4.042246	0.000000	12.679045	0.000000	-0.147396	0.000000
0.760000	4.165334	0.000000	13.039899	0.000000	-0.146421	0.000000
0.770000	4.290483	0.000000	13.405857	0.000000	-0.145506	0.000000
0.780000	4.417683	0.000000	13.776890	0.000000	-0.144655	0.000000
0.790000	4.546923	0.000000	14.152958	0.000000	-0.143867	0.000000
0.800000	4.678193	0.000000	14.534026	0.000000	-0.143138	0.000000
0.810000	4.811482	0.000000	14.920055	0.000000	-0.142468	0.000000
0.820000	4.946781	0.000000	15.311012	0.000000	-0.141847	0.000000
0.830000	5.084094	0.000000	15.706893	0.000000	-0.141264	0.000000
0.840000	5.223424	0.000000	16.107711	0.000000	-0.140718	0.000000
0.850000	5.364776	0.000000	16.513473	0.000000	-0.140208	0.000000
0.860000	5.508155	0.000000	16.924189	0.000000	-0.139735	0.000000
0.870000	5.653565	0.000000	17.339871	0.000000	-0.139295	0.000000
0.880000	5.801014	0.000000	17.760536	0.000000	-0.138887	0.000000
0.890000	5.950508	0.000000	18.186203	0.000000	-0.138510	0.000000
0.900000	6.102056	0.000000	18.616891	0.000000	-0.138163	0.000000
0.910000	6.255665	0.000000	19.052620	0.000000	-0.137847	0.000000
0.920000	6.411338	0.000000	19.493405	0.000000	-0.137570	0.000000
0.930000	6.569064	0.000000	19.939214	0.000000	-0.137342	0.000000
0.940000	6.728825	0.000000	20.389997	0.000000	-0.137164	0.000000
