0.490000	23.571355	6.926087	0.000000	22.530826	f
0.500000	24.133837	7.128249	0.000000	23.057106	f
0.510000	24.697712	7.331243	0.000000	23.584525	f
0.520000	25.260880	7.534399	0.000000	24.111095	f
0.530000	25.821242	7.737091	0.000000	24.634812	f
0.540000	26.378796	7.939306	0.000000	25.155681	f
0.550000	26.933540	8.141032	0.000000	25.673706	f
0.560000	27.485474	8.342256	0.000000	26.188891	f
0.570000	28.035554	8.543275	0.000000	26.702148	f
0.580000	28.584738	8.744361	0.000000	27.214397	f
0.590000	29.133024	8.945505	0.000000	27.725638	f
0.600000	29.680409	9.146698	0.000000	28.235875	f
0.610000	30.226892	9.347929	0.000000	28.745108	f
0.620000	30.773381	9.549487	0.000000	29.254202	f
0.630000	31.320787	9.751633	0.000000	29.764028	f
0.640000	31.869106	9.954359	0.000000	30.274587	f
0.650000	32.418334	10.157660	0.000000	30.785879	f
0.660000	32.968469	10.361526	0.000000	31.297903	f
0.670000	33.519273	10.565874	0.000000	31.810438	f
0.680000	34.070510	10.770627	0.000000	32.323262	f
0.690000	34.622178	10.975775	0.000000	32.836375	f
0.700000	35.174272	11.181311	0.000000	33.349778	f
0.710000	35.726791	11.387226	0.000000	33.863471	f
0.720000	36.279228	11.593344	0.000000	34.376980	f
0.730000	36.831077	11.799506	0.000000	34.889825	f
0.740000	37.382335	12.005701	0.000000	35.402007	f
0.750000	37.933000	12.211921	0.000000	35.913528	f
0.760000	38.483071	12.418154	0.000000	36.424390	f
0.770000	39.030901	12.623840	0.000000	36.933046	f
0.780000	39.574846	12.828477	0.000000	37.437930	f
0.790000	40.114904	13.032054	0.000000	37.939045	f
0.800000	40.651078	13.234557	0.000000	38.436398	f
0.810000	41.183369	13.435973	0.000000	38.929995	f
0.820000	41.714264	13.637133	0.000000	39.422182	f
0.830000	42.246254	13.838763	0.000000	39.915343	f
0.840000	42.779335	14.040854	0.000000	40.409478	f
0.850000	43.313506	14.243398	0.000000	40.904589	f
0.860000	43.848761	14.446384	0.000000	41.400675	f
0.870000	44.385621	14.649980	0.000000	41.898227	f
0.880000	44.924601	14.854332	0.000000	42.397743	f
0.890000	45.465700	15.059429	0.000000	42.899224	f
0.900000	46.008912	15.265262	0.000000	43.402670	f
0.910000	46.554233	15.471820	0.000000	43.908079	f
0.920000	47.098042	15.677856	0.000000	44.412053	f
0.930000	47.636716	15.882293	0.000000	44.911128	f
0.940000	48.170256	16.085118	0.000000	45.405314	f
0.950000	48.698664	16.286320	0.000000	45.894615	f
0.960000	49.221944	16.485884	0.000000	46.379041	f
0.970000	49.742640	16.684675	0.000000	46.860984	f
0.980000	50.263298	16.883423	0.000000	47.342889	f
0.990000	50.783916	17.082117	0.000000	47.824757	f
1.000000	51.304493	17.280745	0.000000	48.306592	f
1.010000	51.825026	17.479297	0.000000	48.788395	f
1.020000	52.344151	17.677290	0.000000	49.268890	f
1.030000	52.860500	17.874318	0.000000	49.746770	f
1.040000	53.374074	18.070369	0.000000	50.222042	f
1.050000	53.884873	18.265432	0.000000	50.694709	f
1.060000	54.392899	18.459495	0.000000	51.164778	f
1.070000	54.900142	18.653233	0.000000	51.634122	f
1.080000	55.408596	18.847205	0.000000	52.104658	f
1.090000	55.918258	19.041398	0.000000	52.576389	f
1.100000	56.429124	19.235800	0.000000	53.049317	f
1.110000	56.941191	19.430396	0.000000	53.523443	f
1.120000	57.453201	19.624741	0.000000	53.997591	f
1.130000	57.963896	19.818465	0.000000	54.470557	f
1.140000	58.473273	20.011557	0.000000	54.942345	f
1.150000	58.981333	20.204003	0.000000	55.412958	f
1.160000	59.488075	20.395791	0.000000	55.882401	f
1.170000	59.994150	20.587132	0.000000	56.351291	f
1.180000	60.500211	20.778195	0.000000	56.820262	f
1.190000	61.006256	20.968965	0.000000	57.289316	f
1.200000	61.512283	21.159428	0.000000	57.758459	f
1.210000	62.018290	21.349570	0.000000	58.227692	f
1.220000	62.522166	21.538655	0.000000	58.695039	f
1.230000	63.021798	21.726091	0.000000	59.158465	f
1.240000	63.517187	21.911869	0.000000	59.617976	f
1.250000	64.008336	22.095978	0.000000	60.073579	f
1.260000	64.495249	22.278408	0.000000	60.525281	f
1.270000	64.982366	22.460658	0.000000	60.977264	f
1.280000	65.474136	22.643905	0.000000	61.433835	f
1.290000	65.970552	22.828127	0.000000	61.894995	f
1.300000	66.471606	23.013300	0.000000	62.360744	f
1.310000	66.977291	23.199399	0.000000	62.831086	f
1.320000	67.482165	23.384573	0.000000	63.300903	f
1.330000	67.980781	23.567377	0.000000	63.764922	f
1.340000	68.473143	23.747805	0.000000	64.223150	f
1.350000	68.959256	23.925852	0.000000	64.675596	f
1.360000	69.439126	24.101511	0.000000	65.122265	f
1.370000	69.917369	24.276311	0.000000	65.567516	f
1.380000	70.398606	24.451416	0.000000	66.015847	f
1.390000	70.882833	24.626802	0.000000	66.467259	f
1.400000	71.370042	24.802443	0.000000	66.921758	f
1.410000	71.860228	24.978313	0.000000	67.379346	f
1.420000	72.352670	25.154150	0.000000	67.839351	f
1.430000	72.846646	25.329752	0.000000	68.301080	f
1.440000	73.342152	25.505094	0.000000	68.764536	f
1.450000	73.839184	25.680152	0.000000	69.229725	f
1.460000	74.337736	25.854899	0.000000	69.696651	f
1.470000	74.837105	26.029085	0.000000	70.164657	f
1.480000	75.336588	26.202518	0.000000	70.633062	f
1.490000	75.836181	26.375176	0.000000	71.101873	f
1.500000	76.335881	26.547036	0.000000	71.571094	f
1.510000	76.835685	26.718072	0.000000	72.040732	f
