16.110000	332.690433	0.000000	1025.167735
16.120000	332.898184	0.000000	1025.165006
16.130000	333.105749	0.000000	1025.161294
16.140000	333.313128	0.000000	1025.156601
16.150000	333.520322	0.000000	1025.150926
16.160000	333.727331	0.000000	1025.144271
16.170000	333.934154	0.000000	1025.136636
16.180000	334.140793	0.000000	1025.128022
16.190000	334.347246	0.000000	1025.118429
16.200000	334.553514	0.000000	1025.107858
16.210000	334.759598	0.000000	1025.096309
16.220000	334.965497	0.000000	1025.083783
16.230000	335.171211	0.000000	1025.070280
16.240000	335.376741	0.000000	1025.055802
16.250000	335.582086	0.000000	1025.040348
16.260000	335.787247	0.000000	1025.023920
16.270000	335.992224	0.000000	1025.006517
16.280000	336.197017	0.000000	1024.988141
16.290000	336.401626	0.000000	1024.968791
16.300000	336.606051	0.000000	1024.948469
16.310000	336.810292	0.000000	1024.927176
16.320000	337.014350	0.000000	1024.904911
16.330000	337.218224	0.000000	1024.881675
16.340000	337.421914	0.000000	1024.857469
16.350000	337.625421	0.000000	1024.832294
16.360000	337.828745	0.000000	1024.806149
16.370000	338.031886	0.000000	1024.779036
16.380000	338.234843	0.000000	1024.750955
16.390000	338.437618	0.000000	1024.721907
16.400000	338.640209	0.000000	1024.691892
16.410000	338.842618	0.000000	1024.660911
16.420000	339.044845	0.000000	1024.628964
16.430000	339.246888	0.000000	1024.596053
16.440000	339.448749	0.000000	1024.562177
16.450000	339.650428	0.000000	1024.527336
16.460000	339.851925	0.000000	1024.491533
16.470000	340.053239	0.000000	1024.454767
16.480000	340.254371	0.000000	1024.417038
16.490000	340.455321	0.000000	1024.378348
16.500000	340.656089	0.000000	1024.338697
16.510000	340.856676	0.000000	1024.298086
16.520000	341.057081	0.000000	1024.256514
16.530000	341.257304	0.000000	1024.213983
16.540000	341.457345	0.000000	1024.170494
16.550000	341.657205	0.000000	1024.126046
16.560000	341.856884	0.000000	1024.080640
16.570000	342.056382	0.000000	1024.034277
16.580000	342.255698	0.000000	1023.986958
16.590000	342.454834	0.000000	1023.938682
16.600000	342.653788	0.000000	1023.889452
16.610000	342.852562	0.000000	1023.839266
16.620000	343.051154	0.000000	1023.788126
16.630000	343.249566	0.000000	1023.736032
16.640000	343.447798	0.000000	1023.682985
16.650000	343.645849	0.000000	1023.628985
16.660000	343.843719	0.000000	1023.574034
16.670000	344.041410	0.000000	1023.518130
16.680000	344.238920	0.000000	1023.461276
16.690000	344.436250	0.000000	1023.403472
16.700000	344.633399	0.000000	1023.344717
16.710000	344.830369	0.000000	1023.285013
16.720000	345.027159	0.000000	1023.224361
16.730000	345.223770	0.000000	1023.162760
16.740000	345.420200	0.000000	1023.100211
16.750000	345.616451	0.000000	1023.036716
16.760000	345.812522	0.000000	1022.972274
16.770000	346.008414	0.000000	1022.906885
16.780000	346.204127	0.000000	1022.840552
16.790000	346.399660	0.000000	1022.773273
16.800000	346.595015	0.000000	1022.705051
16.810000	346.790190	0.000000	1022.635884
16.820000	346.985186	0.000000	1022.565774
16.830000	347.180003	0.000000	1022.494721
16.840000	347.374642	0.000000	1022.422727
16.850000	347.569101	0.000000	1022.349790
16.860000	347.763382	0.000000	1022.275913
16.870000	347.957485	0.000000	1022.201095
16.880000	348.151409	0.000000	1022.125337
16.890000	348.345155	0.000000	1022.048640
16.900000	348.538722	0.000000	1021.971004
16.910000	348.732111	0.000000	1021.892430
16.920000	348.925322	0.000000	1021.812917
16.930000	349.118355	0.000000	1021.732468
16.940000	349.311210	0.000000	1021.651082
16.950000	349.503887	0.000000	1021.568759
16.960000	349.696386	0.000000	1021.485502
16.970000	349.888707	0.000000	1021.401309
16.980000	350.080851	0.000000	1021.316181
16.990000	350.272817	0.000000	1021.230120
17.000000	350.464606	0.000000	1021.143125
17.010000	350.656217	0.000000	1021.055197
17.020000	350.847651	0.000000	1020.966337
17.030000	351.038908	0.000000	1020.876545
17.040000	351.229987	0.000000	1020.785822
17.050000	351.420890	0.000000	1020.694168
17.060000	351.611615	0.000000	1020.601584
17.070000	351.802164	0.000000	1020.508070
17.080000	351.992535	0.000000	1020.413628
17.090000	352.182730	0.000000	1020.318256
17.100000	352.372748	0.000000	1020.221957
17.110000	352.562590	0.000000	1020.124730
17.120000	352.752255	0.000000	1020.026576
17.130000	352.941743	0.000000	1019.927496
17.140000	353.131055	0.000000	1019.827490
17.150000	353.320191	0.000000	1019.726558
17.160000	353.509151	0.000000	1019.624702
17.170000	353.697934	0.000000	1019.521922
17.180000	353.886541	0.000000	1019.418218
17.190000	354.074973	0.000000	1019.313591
17.200000	354.263228	0.000000	1019.208041
17.210000	354.451308	0.000000	1019.101569
17.220000	354.639211	0.000000	1018.994175
17.230000	354.826939	0.000000	1018.885861
17.240000	355.014492	0.000000	1018.776626
17.250000	355.201868	0.000000	1018.666471
17.260000	355.389070	0.000000	1018.555396
17.270000	355.576096	0.000000	1018.443403
17.280000	355.762946	0.000000	1018.330492
17.290000	355.949621	0.000000	1018.216662
17.300000	356.136122	0.000000	1018.101916
17.310000	356.322447	0.000000	1017.986253
17.320000	356.508596	0.000000	1017.869673
17.330000	356.694571	0.000000	1017.752178
17.340000	356.880371	0.000000	1017.633768
17.350000	357.065997	0.000000	1017.514443
17.360000	357.251447	0.000000	1017.394205
17.370000	357.436723	0.000000	1017.273053
17.380000	357.621824	0.000000	1017.150988
17.390000	357.806751	0.000000	1017.028010
17.400000	357.991503	0.000000	1016.904121
17.410000	358.176080	0.000000	1016.779321
17.420000	358.360484	0.000000	1016.653609
17.430000	358.544713	0.000000	1016.526988
