0.000000	-0.000137	0.000000	-0.000448	-0.296697
0.010000	-0.000548	0.000000	-0.001794	-0.296697
0.020000	-0.000074	0.000000	-0.000241	-0.296697
0.030000	0.001835	0.000000	0.006004	0.296697
0.040000	0.005135	0.000000	0.016797	0.296697
0.050000	0.009782	0.000000	0.031997	0.296697
0.060000	0.015733	0.000000	0.051462	0.296697
0.070000	0.022950	0.000000	0.075068	0.296697
0.080000	0.031417	0.000000	0.102762	0.296697
0.090000	0.041123	0.000000	0.134511	0.296697
0.100000	0.052059	0.000000	0.170282	0.296697
0.110000	0.064213	0.000000	0.210039	0.296697
0.120000	0.077580	0.000000	0.253759	0.296697
0.130000	0.092160	0.000000	0.301450	0.296697
0.140000	0.107959	0.000000	0.353128	0.296697
0.150000	0.124982	0.000000	0.408810	0.296697
0.160000	0.143234	0.000000	0.468513	0.296697
0.170000	0.162725	0.000000	0.532266	0.296697
0.180000	0.183479	0.000000	0.600151	0.296697
0.190000	0.205525	0.000000	0.672262	0.296697
0.200000	0.228892	0.000000	0.748694	0.296697
0.210000	0.253608	0.000000	0.829540	0.296697
0.220000	0.279702	0.000000	0.914893	0.296697
0.230000	0.307198	0.000000	1.004832	0.296697
0.240000	0.336121	0.000000	1.099438	0.296697
0.250000	0.366495	0.000000	1.198788	0.296697
0.260000	0.398342	0.000000	1.302960	0.296697
0.270000	0.431686	0.000000	1.412024	0.296697
0.280000	0.466534	0.000000	1.526013	0.296697
0.290000	0.502895	0.000000	1.644948	0.296697
0.300000	0.540776	0.000000	1.768853	0.296697
0.310000	0.580183	0.000000	1.897751	0.296697
0.320000	0.621123	0.000000	2.031664	0.296697
0.330000	0.663602	0.000000	2.170611	0.296697
0.340000	0.707625	0.000000	2.314611	0.296697
0.350000	0.753200	0.000000	2.463682	0.296697
0.360000	0.800330	0.000000	2.617842	0.296697
0.370000	0.849022	0.000000	2.777112	0.296697
0.380000	0.899286	0.000000	2.941523	0.296697
0.390000	0.951131	0.000000	3.111107	0.296697
0.400000	1.004568	0.000000	3.285897	0.296697
0.410000	1.059606	0.000000	3.465925	0.296697
0.420000	1.116255	0.000000	3.651221	0.296697
0.430000	1.174520	0.000000	3.841803	0.296697
0.440000	1.234406	0.000000	4.037686	0.296697
0.450000	1.295917	0.000000	4.238885	0.296697
0.460000	1.359057	0.000000	4.445414	0.296697
0.470000	1.423831	0.000000	4.657288	0.296697
0.480000	1.490244	0.000000	4.874520	0.296697
